,cluster,functional,basis,n_dmso,n_water,13c_ch2_avg,13c_ch2_max,13c_ch3_avg,13c_ch3_max,1h_ch2_avg,1h_ch2_max,1h_ch3_avg,1h_ch3_max
763,4,PBE1PBE,6-311++G**,1,4,69.555,69.555,56.913,56.913,5.16,6.255,4.974,6.069
764,4,PBE1PBE,6-311++G**,1,6,69.555,69.555,56.913,56.913,4.382,6.201,4.196,6.015
765,4,PBE1PBE,6-311++G**,1,8,69.555,69.555,56.913,56.913,4.246,6.153,4.06,5.967
766,4,PBE1PBE,6-311++G**,1,10,69.555,69.555,56.913,56.913,3.852,6.616,3.666,6.43
767,4,PBE1PBE,6-311++G**,1,12,69.555,69.555,56.913,56.913,3.693,6.066,3.507,5.88
768,4,PBE1PBE,6-311++G**,2,1,69.84,69.984,57.198,57.342,7.383,7.383,7.197,7.197
769,4,PBE1PBE,6-311++G**,2,2,69.84,69.984,57.198,57.342,6.217,6.737,6.031,6.551
770,4,PBE1PBE,6-311++G**,2,3,69.84,69.984,57.198,57.342,5.361,5.382,5.175,5.196
771,4,PBE1PBE,6-311++G**,2,4,69.84,69.984,57.198,57.342,5.16,6.255,4.974,6.069
772,4,PBE1PBE,6-311++G**,2,6,69.84,69.984,57.198,57.342,4.382,6.201,4.196,6.015
773,4,PBE1PBE,6-311++G**,2,8,69.84,69.984,57.198,57.342,4.246,6.153,4.06,5.967
774,4,PBE1PBE,6-311++G**,2,10,69.84,69.984,57.198,57.342,3.852,6.616,3.666,6.43
775,4,PBE1PBE,6-311++G**,2,12,69.84,69.984,57.198,57.342,3.693,6.066,3.507,5.88
776,4,PBE1PBE,6-311++G**,3,1,70.787,72.265,58.145,59.623,7.383,7.383,7.197,7.197
777,4,PBE1PBE,6-311++G**,3,2,70.787,72.265,58.145,59.623,6.217,6.737,6.031,6.551
778,4,PBE1PBE,6-311++G**,3,3,70.787,72.265,58.145,59.623,5.361,5.382,5.175,5.196
779,4,PBE1PBE,6-311++G**,3,4,70.787,72.265,58.145,59.623,5.16,6.255,4.974,6.069
780,4,PBE1PBE,6-311++G**,3,6,70.787,72.265,58.145,59.623,4.382,6.201,4.196,6.015
781,4,PBE1PBE,6-311++G**,3,8,70.787,72.265,58.145,59.623,4.246,6.153,4.06,5.967
782,4,PBE1PBE,6-311++G**,3,10,70.787,72.265,58.145,59.623,3.852,6.616,3.666,6.43
783,4,PBE1PBE,6-311++G**,3,12,70.787,72.265,58.145,59.623,3.693,6.066,3.507,5.88
784,4,PBE1PBE,6-311++G**,4,1,69.45,70.93,56.808,58.288,7.383,7.383,7.197,7.197
785,4,PBE1PBE,6-311++G**,4,2,69.45,70.93,56.808,58.288,6.217,6.737,6.031,6.551
786,4,PBE1PBE,6-311++G**,4,3,69.45,70.93,56.808,58.288,5.361,5.382,5.175,5.196
787,4,PBE1PBE,6-311++G**,4,4,69.45,70.93,56.808,58.288,5.16,6.255,4.974,6.069
788,4,PBE1PBE,6-311++G**,4,6,69.45,70.93,56.808,58.288,4.382,6.201,4.196,6.015
789,4,PBE1PBE,6-311++G**,4,8,69.45,70.93,56.808,58.288,4.246,6.153,4.06,5.967
790,4,PBE1PBE,6-311++G**,4,10,69.45,70.93,56.808,58.288,3.852,6.616,3.666,6.43
791,4,PBE1PBE,6-311++G**,4,12,69.45,70.93,56.808,58.288,3.693,6.066,3.507,5.88
792,4,PBE1PBE,6-311++G**,6,1,70.165,71.923,57.523,59.281,7.383,7.383,7.197,7.197
793,4,PBE1PBE,6-311++G**,6,2,70.165,71.923,57.523,59.281,6.217,6.737,6.031,6.551
794,4,PBE1PBE,6-311++G**,6,3,70.165,71.923,57.523,59.281,5.361,5.382,5.175,5.196
795,4,PBE1PBE,6-311++G**,6,4,70.165,71.923,57.523,59.281,5.16,6.255,4.974,6.069
796,4,PBE1PBE,6-311++G**,6,6,70.165,71.923,57.523,59.281,4.382,6.201,4.196,6.015
797,4,PBE1PBE,6-311++G**,6,8,70.165,71.923,57.523,59.281,4.246,6.153,4.06,5.967
798,4,PBE1PBE,6-311++G**,6,10,70.165,71.923,57.523,59.281,3.852,6.616,3.666,6.43
799,4,PBE1PBE,6-311++G**,6,12,70.165,71.923,57.523,59.281,3.693,6.066,3.507,5.88
800,1,PBE1PBE,Def2TZVP,1,1,71.665,71.665,57.746,57.746,7.311,7.311,7.288,7.288
801,1,PBE1PBE,Def2TZVP,1,2,71.665,71.665,57.746,57.746,6.215,6.694,6.192,6.671
802,1,PBE1PBE,Def2TZVP,1,3,71.665,71.665,57.746,57.746,5.245,5.261,5.222,5.238
803,1,PBE1PBE,Def2TZVP,1,4,71.665,71.665,57.746,57.746,5.158,6.138,5.135,6.115
804,1,PBE1PBE,Def2TZVP,1,6,71.665,71.665,57.746,57.746,4.312,6.082,4.289,6.059
805,1,PBE1PBE,Def2TZVP,1,8,71.665,71.665,57.746,57.746,4.201,6.01,4.178,5.987
806,1,PBE1PBE,Def2TZVP,1,10,71.665,71.665,57.746,57.746,3.761,6.478,3.738,6.455
807,1,PBE1PBE,Def2TZVP,1,12,71.665,71.665,57.746,57.746,3.605,5.924,3.582,5.901
808,1,PBE1PBE,Def2TZVP,2,1,72.929,73.873,59.01,59.954,7.311,7.311,7.288,7.288
809,1,PBE1PBE,Def2TZVP,2,2,72.929,73.873,59.01,59.954,6.215,6.694,6.192,6.671
810,1,PBE1PBE,Def2TZVP,2,3,72.929,73.873,59.01,59.954,5.245,5.261,5.222,5.238
811,1,PBE1PBE,Def2TZVP,2,4,72.929,73.873,59.01,59.954,5.158,6.138,5.135,6.115
812,1,PBE1PBE,Def2TZVP,2,6,72.929,73.873,59.01,59.954,4.312,6.082,4.289,6.059
813,1,PBE1PBE,Def2TZVP,2,8,72.929,73.873,59.01,59.954,4.201,6.01,4.178,5.987
814,1,PBE1PBE,Def2TZVP,2,10,72.929,73.873,59.01,59.954,3.761,6.478,3.738,6.455
815,1,PBE1PBE,Def2TZVP,2,12,72.929,73.873,59.01,59.954,3.605,5.924,3.582,5.901
816,1,PBE1PBE,Def2TZVP,3,1,72.244,72.734,58.325,58.815,7.311,7.311,7.288,7.288
817,1,PBE1PBE,Def2TZVP,3,2,72.244,72.734,58.325,58.815,6.215,6.694,6.192,6.671
818,1,PBE1PBE,Def2TZVP,3,3,72.244,72.734,58.325,58.815,5.245,5.261,5.222,5.238
819,1,PBE1PBE,Def2TZVP,3,4,72.244,72.734,58.325,58.815,5.158,6.138,5.135,6.115
820,1,PBE1PBE,Def2TZVP,3,6,72.244,72.734,58.325,58.815,4.312,6.082,4.289,6.059
821,1,PBE1PBE,Def2TZVP,3,8,72.244,72.734,58.325,58.815,4.201,6.01,4.178,5.987
822,1,PBE1PBE,Def2TZVP,3,10,72.244,72.734,58.325,58.815,3.761,6.478,3.738,6.455
823,1,PBE1PBE,Def2TZVP,3,12,72.244,72.734,58.325,58.815,3.605,5.924,3.582,5.901
824,1,PBE1PBE,Def2TZVP,4,1,71.72,72.677,57.801,58.758,7.311,7.311,7.288,7.288
825,1,PBE1PBE,Def2TZVP,4,2,71.72,72.677,57.801,58.758,6.215,6.694,6.192,6.671
826,1,PBE1PBE,Def2TZVP,4,3,71.72,72.677,57.801,58.758,5.245,5.261,5.222,5.238
827,1,PBE1PBE,Def2TZVP,4,4,71.72,72.677,57.801,58.758,5.158,6.138,5.135,6.115
828,1,PBE1PBE,Def2TZVP,4,6,71.72,72.677,57.801,58.758,4.312,6.082,4.289,6.059
829,1,PBE1PBE,Def2TZVP,4,8,71.72,72.677,57.801,58.758,4.201,6.01,4.178,5.987
830,1,PBE1PBE,Def2TZVP,4,10,71.72,72.677,57.801,58.758,3.761,6.478,3.738,6.455
831,1,PBE1PBE,Def2TZVP,4,12,71.72,72.677,57.801,58.758,3.605,5.924,3.582,5.901
832,1,PBE1PBE,Def2TZVP,6,1,72.743,73.784,58.824,59.865,7.311,7.311,7.288,7.288
833,1,PBE1PBE,Def2TZVP,6,2,72.743,73.784,58.824,59.865,6.215,6.694,6.192,6.671
834,1,PBE1PBE,Def2TZVP,6,3,72.743,73.784,58.824,59.865,5.245,5.261,5.222,5.238
835,1,PBE1PBE,Def2TZVP,6,4,72.743,73.784,58.824,59.865,5.158,6.138,5.135,6.115
836,1,PBE1PBE,Def2TZVP,6,6,72.743,73.784,58.824,59.865,4.312,6.082,4.289,6.059
837,1,PBE1PBE,Def2TZVP,6,8,72.743,73.784,58.824,59.865,4.201,6.01,4.178,5.987
838,1,PBE1PBE,Def2TZVP,6,10,72.743,73.784,58.824,59.865,3.761,6.478,3.738,6.455
839,1,PBE1PBE,Def2TZVP,6,12,72.743,73.784,58.824,59.865,3.605,5.924,3.582,5.901
840,2,PBE1PBE,Def2TZVP,1,1,70.969,70.969,57.502,57.502,7.352,7.352,7.315,7.315
841,2,PBE1PBE,Def2TZVP,1,2,70.969,70.969,57.502,57.502,6.256,6.735,6.219,6.698
842,2,PBE1PBE,Def2TZVP,1,3,70.969,70.969,57.502,57.502,5.286,5.302,5.249,5.265
843,2,PBE1PBE,Def2TZVP,1,4,70.969,70.969,57.502,57.502,5.199,6.179,5.162,6.142
844,2,PBE1PBE,Def2TZVP,1,6,70.969,70.969,57.502,57.502,4.353,6.123,4.316,6.086
845,2,PBE1PBE,Def2TZVP,1,8,70.969,70.969,57.502,57.502,4.242,6.051,4.205,6.014
846,2,PBE1PBE,Def2TZVP,1,10,70.969,70.969,57.502,57.502,3.802,6.519,3.765,6.482
847,2,PBE1PBE,Def2TZVP,1,12,70.969,70.969,57.502,57.502,3.646,5.965,3.609,5.928
848,2,PBE1PBE,Def2TZVP,2,1,72.233,73.177,58.766,59.71,7.352,7.352,7.315,7.315
849,2,PBE1PBE,Def2TZVP,2,2,72.233,73.177,58.766,59.71,6.256,6.735,6.219,6.698
850,2,PBE1PBE,Def2TZVP,2,3,72.233,73.177,58.766,59.71,5.286,5.302,5.249,5.265
851,2,PBE1PBE,Def2TZVP,2,4,72.233,73.177,58.766,59.71,5.199,6.179,5.162,6.142
852,2,PBE1PBE,Def2TZVP,2,6,72.233,73.177,58.766,59.71,4.353,6.123,4.316,6.086
853,2,PBE1PBE,Def2TZVP,2,8,72.233,73.177,58.766,59.71,4.242,6.051,4.205,6.014
854,2,PBE1PBE,Def2TZVP,2,10,72.233,73.177,58.766,59.71,3.802,6.519,3.765,6.482
855,2,PBE1PBE,Def2TZVP,2,12,72.233,73.177,58.766,59.71,3.646,5.965,3.609,5.928
856,2,PBE1PBE,Def2TZVP,3,1,71.548,72.038,58.081,58.571,7.352,7.352,7.315,7.315
857,2,PBE1PBE,Def2TZVP,3,2,71.548,72.038,58.081,58.571,6.256,6.735,6.219,6.698
858,2,PBE1PBE,Def2TZVP,3,3,71.548,72.038,58.081,58.571,5.286,5.302,5.249,5.265
859,2,PBE1PBE,Def2TZVP,3,4,71.548,72.038,58.081,58.571,5.199,6.179,5.162,6.142
860,2,PBE1PBE,Def2TZVP,3,6,71.548,72.038,58.081,58.571,4.353,6.123,4.316,6.086
861,2,PBE1PBE,Def2TZVP,3,8,71.548,72.038,58.081,58.571,4.242,6.051,4.205,6.014
862,2,PBE1PBE,Def2TZVP,3,10,71.548,72.038,58.081,58.571,3.802,6.519,3.765,6.482
863,2,PBE1PBE,Def2TZVP,3,12,71.548,72.038,58.081,58.571,3.646,5.965,3.609,5.928
864,2,PBE1PBE,Def2TZVP,4,1,71.024,71.981,57.557,58.514,7.352,7.352,7.315,7.315
865,2,PBE1PBE,Def2TZVP,4,2,71.024,71.981,57.557,58.514,6.256,6.735,6.219,6.698
866,2,PBE1PBE,Def2TZVP,4,3,71.024,71.981,57.557,58.514,5.286,5.302,5.249,5.265
867,2,PBE1PBE,Def2TZVP,4,4,71.024,71.981,57.557,58.514,5.199,6.179,5.162,6.142
868,2,PBE1PBE,Def2TZVP,4,6,71.024,71.981,57.557,58.514,4.353,6.123,4.316,6.086
869,2,PBE1PBE,Def2TZVP,4,8,71.024,71.981,57.557,58.514,4.242,6.051,4.205,6.014
870,2,PBE1PBE,Def2TZVP,4,10,71.024,71.981,57.557,58.514,3.802,6.519,3.765,6.482
871,2,PBE1PBE,Def2TZVP,4,12,71.024,71.981,57.557,58.514,3.646,5.965,3.609,5.928
872,2,PBE1PBE,Def2TZVP,6,1,72.047,73.088,58.58,59.621,7.352,7.352,7.315,7.315
873,2,PBE1PBE,Def2TZVP,6,2,72.047,73.088,58.58,59.621,6.256,6.735,6.219,6.698
874,2,PBE1PBE,Def2TZVP,6,3,72.047,73.088,58.58,59.621,5.286,5.302,5.249,5.265
875,2,PBE1PBE,Def2TZVP,6,4,72.047,73.088,58.58,59.621,5.199,6.179,5.162,6.142
876,2,PBE1PBE,Def2TZVP,6,6,72.047,73.088,58.58,59.621,4.353,6.123,4.316,6.086
877,2,PBE1PBE,Def2TZVP,6,8,72.047,73.088,58.58,59.621,4.242,6.051,4.205,6.014
878,2,PBE1PBE,Def2TZVP,6,10,72.047,73.088,58.58,59.621,3.802,6.519,3.765,6.482
879,2,PBE1PBE,Def2TZVP,6,12,72.047,73.088,58.58,59.621,3.646,5.965,3.609,5.928
880,3,PBE1PBE,Def2TZVP,1,1,70.674,70.674,57.154,57.154,7.388,7.388,7.292,7.292
881,3,PBE1PBE,Def2TZVP,1,2,70.674,70.674,57.154,57.154,6.292,6.771,6.196,6.675
882,3,PBE1PBE,Def2TZVP,1,3,70.674,70.674,57.154,57.154,5.322,5.338,5.226,5.242
883,3,PBE1PBE,Def2TZVP,1,4,70.674,70.674,57.154,57.154,5.235,6.215,5.139,6.119
884,3,PBE1PBE,Def2TZVP,1,6,70.674,70.674,57.154,57.154,4.389,6.159,4.293,6.063
885,3,PBE1PBE,Def2TZVP,1,8,70.674,70.674,57.154,57.154,4.278,6.087,4.182,5.991
886,3,PBE1PBE,Def2TZVP,1,10,70.674,70.674,57.154,57.154,3.838,6.555,3.742,6.459
887,3,PBE1PBE,Def2TZVP,1,12,70.674,70.674,57.154,57.154,3.682,6.001,3.586,5.905
888,3,PBE1PBE,Def2TZVP,2,1,71.938,72.882,58.418,59.362,7.388,7.388,7.292,7.292
889,3,PBE1PBE,Def2TZVP,2,2,71.938,72.882,58.418,59.362,6.292,6.771,6.196,6.675
890,3,PBE1PBE,Def2TZVP,2,3,71.938,72.882,58.418,59.362,5.322,5.338,5.226,5.242
891,3,PBE1PBE,Def2TZVP,2,4,71.938,72.882,58.418,59.362,5.235,6.215,5.139,6.119
892,3,PBE1PBE,Def2TZVP,2,6,71.938,72.882,58.418,59.362,4.389,6.159,4.293,6.063
893,3,PBE1PBE,Def2TZVP,2,8,71.938,72.882,58.418,59.362,4.278,6.087,4.182,5.991
894,3,PBE1PBE,Def2TZVP,2,10,71.938,72.882,58.418,59.362,3.838,6.555,3.742,6.459
895,3,PBE1PBE,Def2TZVP,2,12,71.938,72.882,58.418,59.362,3.682,6.001,3.586,5.905
896,3,PBE1PBE,Def2TZVP,3,1,71.253,71.743,57.733,58.223,7.388,7.388,7.292,7.292
897,3,PBE1PBE,Def2TZVP,3,2,71.253,71.743,57.733,58.223,6.292,6.771,6.196,6.675
898,3,PBE1PBE,Def2TZVP,3,3,71.253,71.743,57.733,58.223,5.322,5.338,5.226,5.242
899,3,PBE1PBE,Def2TZVP,3,4,71.253,71.743,57.733,58.223,5.235,6.215,5.139,6.119
900,3,PBE1PBE,Def2TZVP,3,6,71.253,71.743,57.733,58.223,4.389,6.159,4.293,6.063
901,3,PBE1PBE,Def2TZVP,3,8,71.253,71.743,57.733,58.223,4.278,6.087,4.182,5.991
902,3,PBE1PBE,Def2TZVP,3,10,71.253,71.743,57.733,58.223,3.838,6.555,3.742,6.459
903,3,PBE1PBE,Def2TZVP,3,12,71.253,71.743,57.733,58.223,3.682,6.001,3.586,5.905
904,3,PBE1PBE,Def2TZVP,4,1,70.729,71.686,57.209,58.166,7.388,7.388,7.292,7.292
905,3,PBE1PBE,Def2TZVP,4,2,70.729,71.686,57.209,58.166,6.292,6.771,6.196,6.675
906,3,PBE1PBE,Def2TZVP,4,3,70.729,71.686,57.209,58.166,5.322,5.338,5.226,5.242
907,3,PBE1PBE,Def2TZVP,4,4,70.729,71.686,57.209,58.166,5.235,6.215,5.139,6.119
908,3,PBE1PBE,Def2TZVP,4,6,70.729,71.686,57.209,58.166,4.389,6.159,4.293,6.063
909,3,PBE1PBE,Def2TZVP,4,8,70.729,71.686,57.209,58.166,4.278,6.087,4.182,5.991
910,3,PBE1PBE,Def2TZVP,4,10,70.729,71.686,57.209,58.166,3.838,6.555,3.742,6.459
911,3,PBE1PBE,Def2TZVP,4,12,70.729,71.686,57.209,58.166,3.682,6.001,3.586,5.905
912,3,PBE1PBE,Def2TZVP,6,1,71.752,72.793,58.232,59.273,7.388,7.388,7.292,7.292
913,3,PBE1PBE,Def2TZVP,6,2,71.752,72.793,58.232,59.273,6.292,6.771,6.196,6.675
914,3,PBE1PBE,Def2TZVP,6,3,71.752,72.793,58.232,59.273,5.322,5.338,5.226,5.242
915,3,PBE1PBE,Def2TZVP,6,4,71.752,72.793,58.232,59.273,5.235,6.215,5.139,6.119
916,3,PBE1PBE,Def2TZVP,6,6,71.752,72.793,58.232,59.273,4.389,6.159,4.293,6.063
917,3,PBE1PBE,Def2TZVP,6,8,71.752,72.793,58.232,59.273,4.278,6.087,4.182,5.991
918,3,PBE1PBE,Def2TZVP,6,10,71.752,72.793,58.232,59.273,3.838,6.555,3.742,6.459
919,3,PBE1PBE,Def2TZVP,6,12,71.752,72.793,58.232,59.273,3.682,6.001,3.586,5.905
920,4,PBE1PBE,Def2TZVP,1,1,70.726,70.726,57.369,57.369,7.4,7.4,7.314,7.314
921,4,PBE1PBE,Def2TZVP,1,2,70.726,70.726,57.369,57.369,6.304,6.783,6.218,6.697
922,4,PBE1PBE,Def2TZVP,1,3,70.726,70.726,57.369,57.369,5.334,5.35,5.248,5.264
923,4,PBE1PBE,Def2TZVP,1,4,70.726,70.726,57.369,57.369,5.247,6.227,5.161,6.141
924,4,PBE1PBE,Def2TZVP,1,6,70.726,70.726,57.369,57.369,4.401,6.171,4.315,6.085
925,4,PBE1PBE,Def2TZVP,1,8,70.726,70.726,57.369,57.369,4.29,6.099,4.204,6.013
926,4,PBE1PBE,Def2TZVP,1,10,70.726,70.726,57.369,57.369,3.85,6.567,3.764,6.481
927,4,PBE1PBE,Def2TZVP,1,12,70.726,70.726,57.369,57.369,3.694,6.013,3.608,5.927
928,4,PBE1PBE,Def2TZVP,2,1,71.99,72.934,58.633,59.577,7.4,7.4,7.314,7.314
929,4,PBE1PBE,Def2TZVP,2,2,71.99,72.934,58.633,59.577,6.304,6.783,6.218,6.697
930,4,PBE1PBE,Def2TZVP,2,3,71.99,72.934,58.633,59.577,5.334,5.35,5.248,5.264
931,4,PBE1PBE,Def2TZVP,2,4,71.99,72.934,58.633,59.577,5.247,6.227,5.161,6.141
932,4,PBE1PBE,Def2TZVP,2,6,71.99,72.934,58.633,59.577,4.401,6.171,4.315,6.085
933,4,PBE1PBE,Def2TZVP,2,8,71.99,72.934,58.633,59.577,4.29,6.099,4.204,6.013
934,4,PBE1PBE,Def2TZVP,2,10,71.99,72.934,58.633,59.577,3.85,6.567,3.764,6.481
935,4,PBE1PBE,Def2TZVP,2,12,71.99,72.934,58.633,59.577,3.694,6.013,3.608,5.927
936,4,PBE1PBE,Def2TZVP,3,1,71.305,71.795,57.948,58.438,7.4,7.4,7.314,7.314
937,4,PBE1PBE,Def2TZVP,3,2,71.305,71.795,57.948,58.438,6.304,6.783,6.218,6.697
938,4,PBE1PBE,Def2TZVP,3,3,71.305,71.795,57.948,58.438,5.334,5.35,5.248,5.264
939,4,PBE1PBE,Def2TZVP,3,4,71.305,71.795,57.948,58.438,5.247,6.227,5.161,6.141
940,4,PBE1PBE,Def2TZVP,3,6,71.305,71.795,57.948,58.438,4.401,6.171,4.315,6.085
941,4,PBE1PBE,Def2TZVP,3,8,71.305,71.795,57.948,58.438,4.29,6.099,4.204,6.013
942,4,PBE1PBE,Def2TZVP,3,10,71.305,71.795,57.948,58.438,3.85,6.567,3.764,6.481
943,4,PBE1PBE,Def2TZVP,3,12,71.305,71.795,57.948,58.438,3.694,6.013,3.608,5.927
944,4,PBE1PBE,Def2TZVP,4,1,70.781,71.738,57.424,58.381,7.4,7.4,7.314,7.314
945,4,PBE1PBE,Def2TZVP,4,2,70.781,71.738,57.424,58.381,6.304,6.783,6.218,6.697
946,4,PBE1PBE,Def2TZVP,4,3,70.781,71.738,57.424,58.381,5.334,5.35,5.248,5.264
947,4,PBE1PBE,Def2TZVP,4,4,70.781,71.738,57.424,58.381,5.247,6.227,5.161,6.141
948,4,PBE1PBE,Def2TZVP,4,6,70.781,71.738,57.424,58.381,4.401,6.171,4.315,6.085
949,4,PBE1PBE,Def2TZVP,4,8,70.781,71.738,57.424,58.381,4.29,6.099,4.204,6.013
950,4,PBE1PBE,Def2TZVP,4,10,70.781,71.738,57.424,58.381,3.85,6.567,3.764,6.481
951,4,PBE1PBE,Def2TZVP,4,12,70.781,71.738,57.424,58.381,3.694,6.013,3.608,5.927
952,4,PBE1PBE,Def2TZVP,6,1,71.804,72.845,58.447,59.488,7.4,7.4,7.314,7.314
953,4,PBE1PBE,Def2TZVP,6,2,71.804,72.845,58.447,59.488,6.304,6.783,6.218,6.697
954,4,PBE1PBE,Def2TZVP,6,3,71.804,72.845,58.447,59.488,5.334,5.35,5.248,5.264
955,4,PBE1PBE,Def2TZVP,6,4,71.804,72.845,58.447,59.488,5.247,6.227,5.161,6.141
956,4,PBE1PBE,Def2TZVP,6,6,71.804,72.845,58.447,59.488,4.401,6.171,4.315,6.085
957,4,PBE1PBE,Def2TZVP,6,8,71.804,72.845,58.447,59.488,4.29,6.099,4.204,6.013
958,4,PBE1PBE,Def2TZVP,6,10,71.804,72.845,58.447,59.488,3.85,6.567,3.764,6.481
959,4,PBE1PBE,Def2TZVP,6,12,71.804,72.845,58.447,59.488,3.694,6.013,3.608,5.927
960,1,M062X,6-31+G*,1,1,68.512,68.512,55.384,55.384,6.66,6.66,6.589,6.589
961,1,M062X,6-31+G*,1,2,68.512,68.512,55.384,55.384,5.759,6.217,5.688,6.146
962,1,M062X,6-31+G*,1,3,68.512,68.512,55.384,55.384,5.002,5.014,4.931,4.943
963,1,M062X,6-31+G*,1,4,68.512,68.512,55.384,55.384,4.317,4.359,4.246,4.288
964,1,M062X,6-31+G*,1,6,68.512,68.512,55.384,55.384,4.308,5.739,4.237,5.668
965,1,M062X,6-31+G*,1,8,68.512,68.512,55.384,55.384,3.936,5.303,3.865,5.232
966,1,M062X,6-31+G*,1,10,68.512,68.512,55.384,55.384,3.933,5.758,3.862,5.687
967,1,M062X,6-31+G*,1,12,68.512,68.512,55.384,55.384,3.76,5.655,3.689,5.584
968,1,M062X,6-31+G*,2,1,68.472,68.662,55.344,55.534,6.66,6.66,6.589,6.589
969,1,M062X,6-31+G*,2,2,68.472,68.662,55.344,55.534,5.759,6.217,5.688,6.146
970,1,M062X,6-31+G*,2,3,68.472,68.662,55.344,55.534,5.002,5.014,4.931,4.943
971,1,M062X,6-31+G*,2,4,68.472,68.662,55.344,55.534,4.317,4.359,4.246,4.288
972,1,M062X,6-31+G*,2,6,68.472,68.662,55.344,55.534,4.308,5.739,4.237,5.668
973,1,M062X,6-31+G*,2,8,68.472,68.662,55.344,55.534,3.936,5.303,3.865,5.232
974,1,M062X,6-31+G*,2,10,68.472,68.662,55.344,55.534,3.933,5.758,3.862,5.687
975,1,M062X,6-31+G*,2,12,68.472,68.662,55.344,55.534,3.76,5.655,3.689,5.584
976,1,M062X,6-31+G*,3,1,69.124,69.597,55.996,56.469,6.66,6.66,6.589,6.589
977,1,M062X,6-31+G*,3,2,69.124,69.597,55.996,56.469,5.759,6.217,5.688,6.146
978,1,M062X,6-31+G*,3,3,69.124,69.597,55.996,56.469,5.002,5.014,4.931,4.943
979,1,M062X,6-31+G*,3,4,69.124,69.597,55.996,56.469,4.317,4.359,4.246,4.288
980,1,M062X,6-31+G*,3,6,69.124,69.597,55.996,56.469,4.308,5.739,4.237,5.668
981,1,M062X,6-31+G*,3,8,69.124,69.597,55.996,56.469,3.936,5.303,3.865,5.232
982,1,M062X,6-31+G*,3,10,69.124,69.597,55.996,56.469,3.933,5.758,3.862,5.687
983,1,M062X,6-31+G*,3,12,69.124,69.597,55.996,56.469,3.76,5.655,3.689,5.584
984,1,M062X,6-31+G*,4,1,68.798,69.143,55.67,56.015,6.66,6.66,6.589,6.589
985,1,M062X,6-31+G*,4,2,68.798,69.143,55.67,56.015,5.759,6.217,5.688,6.146
986,1,M062X,6-31+G*,4,3,68.798,69.143,55.67,56.015,5.002,5.014,4.931,4.943
987,1,M062X,6-31+G*,4,4,68.798,69.143,55.67,56.015,4.317,4.359,4.246,4.288
988,1,M062X,6-31+G*,4,6,68.798,69.143,55.67,56.015,4.308,5.739,4.237,5.668
989,1,M062X,6-31+G*,4,8,68.798,69.143,55.67,56.015,3.936,5.303,3.865,5.232
990,1,M062X,6-31+G*,4,10,68.798,69.143,55.67,56.015,3.933,5.758,3.862,5.687
991,1,M062X,6-31+G*,4,12,68.798,69.143,55.67,56.015,3.76,5.655,3.689,5.584
992,1,M062X,6-31+G*,6,1,68.077,70.609,54.949,57.481,6.66,6.66,6.589,6.589
993,1,M062X,6-31+G*,6,2,68.077,70.609,54.949,57.481,5.759,6.217,5.688,6.146
994,1,M062X,6-31+G*,6,3,68.077,70.609,54.949,57.481,5.002,5.014,4.931,4.943
995,1,M062X,6-31+G*,6,4,68.077,70.609,54.949,57.481,4.317,4.359,4.246,4.288
996,1,M062X,6-31+G*,6,6,68.077,70.609,54.949,57.481,4.308,5.739,4.237,5.668
997,1,M062X,6-31+G*,6,8,68.077,70.609,54.949,57.481,3.936,5.303,3.865,5.232
998,1,M062X,6-31+G*,6,10,68.077,70.609,54.949,57.481,3.933,5.758,3.862,5.687
999,1,M062X,6-31+G*,6,12,68.077,70.609,54.949,57.481,3.76,5.655,3.689,5.584
1000,2,M062X,6-31+G*,1,1,69.822,69.822,55.72,55.72,6.726,6.726,6.578,6.578
1001,2,M062X,6-31+G*,1,2,69.822,69.822,55.72,55.72,5.825,6.283,5.677,6.135
1002,2,M062X,6-31+G*,1,3,69.822,69.822,55.72,55.72,5.068,5.08,4.92,4.932
1003,2,M062X,6-31+G*,1,4,69.822,69.822,55.72,55.72,4.383,4.425,4.235,4.277
1004,2,M062X,6-31+G*,1,6,69.822,69.822,55.72,55.72,4.374,5.805,4.226,5.657
1005,2,M062X,6-31+G*,1,8,69.822,69.822,55.72,55.72,4.002,5.369,3.854,5.221
1006,2,M062X,6-31+G*,1,10,69.822,69.822,55.72,55.72,3.999,5.824,3.851,5.676
1007,2,M062X,6-31+G*,1,12,69.822,69.822,55.72,55.72,3.826,5.721,3.678,5.573
1008,2,M062X,6-31+G*,2,1,69.782,69.972,55.68,55.87,6.726,6.726,6.578,6.578
1009,2,M062X,6-31+G*,2,2,69.782,69.972,55.68,55.87,5.825,6.283,5.677,6.135
1010,2,M062X,6-31+G*,2,3,69.782,69.972,55.68,55.87,5.068,5.08,4.92,4.932
1011,2,M062X,6-31+G*,2,4,69.782,69.972,55.68,55.87,4.383,4.425,4.235,4.277
1012,2,M062X,6-31+G*,2,6,69.782,69.972,55.68,55.87,4.374,5.805,4.226,5.657
1013,2,M062X,6-31+G*,2,8,69.782,69.972,55.68,55.87,4.002,5.369,3.854,5.221
1014,2,M062X,6-31+G*,2,10,69.782,69.972,55.68,55.87,3.999,5.824,3.851,5.676
1015,2,M062X,6-31+G*,2,12,69.782,69.972,55.68,55.87,3.826,5.721,3.678,5.573
