ppm	intensity
-61.1752	-4.8714
-61.1909	-38.9229
-61.2066	-42.7555
-61.2223	-29.8561
-61.238	90.1568
-61.2537	-19.6123
-61.2694	187.7661
-61.2851	294.1808
-61.3008	82.3395
-61.3165	149.3264
-61.3322	52.0151
-61.3479	34.1183
-61.3636	114.3648
-61.3794	67.9525
-61.3951	116.3164
-61.4108	101.1058
-61.4265	-16.1132
-61.4422	183.8927
-61.4579	24.1902
-61.4736	56.7456
-61.4893	85.0126
-61.505	-45.4603
-61.5207	-147.9257
-61.5364	-89.4608
-61.5521	-39.4827
-61.5678	-120.4207
-61.5835	212.6339
-61.5992	33.9172
-61.6149	-4.1765
-61.6307	26.9492
-61.6464	187.6088
-61.6621	107.0931
-61.6778	162.8595
-61.6935	189.0203
-61.7092	60.7659
-61.7249	176.696
-61.7406	66.9301
-61.7563	135.7903
-61.772	66.3419
-61.7877	53.4508
-61.8034	53.3663
-61.8191	8.0994
-61.8348	15.1618
-61.8505	1.7046
-61.8662	42.8915
-61.882	22.3763
-61.8977	-18.0862
-61.9134	38.9965
-61.9291	-231.1526
-61.9448	150.9957
-61.9605	56.1937
-61.9762	-5.1968
-61.9919	-65.7243
-62.0076	143.5662
-62.0233	49.6584
-62.039	44.2664
-62.0547	12.2342
-62.0704	184.6371
-62.0861	-28.9456
-62.1018	-22.9986
-62.1175	-161.6252
-62.1333	-12.0822
-62.149	-57.7061
-62.1647	84.8161
-62.1804	-52.2377
-62.1961	121.8525
-62.2118	112.6113
-62.2275	249.1976
-62.2432	106.7077
-62.2589	77.9732
-62.2746	7.2098
-62.2903	-150.213
-62.306	-64.5682
-62.3217	157.4173
-62.3374	84.8698
-62.3531	116.8115
-62.3688	32.2903
-62.3846	168.6573
-62.4003	-24.4956
-62.416	73.4865
-62.4317	-50.8659
-62.4474	-5.6573
-62.4631	22.5147
-62.4788	13.9069
-62.4945	52.8414
-62.5102	8.4734
-62.5259	171.0926
-62.5416	163.8239
-62.5573	85.7452
-62.573	74.1317
-62.5887	-3.6169
-62.6044	75.8761
-62.6201	-2.7399
-62.6359	9.1134
-62.6516	149.0258
-62.6673	123.945
-62.683	172.1304
-62.6987	-83.5157
-62.7144	-148.0887
-62.7301	31.5003
-62.7458	-90.6052
-62.7615	137.9482
-62.7772	154.4005
-62.7929	140.9245
-62.8086	142.4264
-62.8243	71.1649
-62.84	-33.082
-62.8557	-1.8028
-62.8714	75.5162
-62.8872	134.0968
-62.9029	-167.4379
-62.9186	49.1264
-62.9343	185.2182
-62.95	42.1936
-62.9657	135.5627
-62.9814	66.6937
-62.9971	-52.5544
-63.0128	20.8512
-63.0285	-53.9297
-63.0442	73.5736
-63.0599	-241.7693
-63.0756	-163.7543
-63.0913	14.2603
-63.107	-22.7644
-63.1227	175.3811
-63.1385	91.4702
-63.1542	98.1096
-63.1699	114.8454
-63.1856	26.6537
-63.2013	99.4369
-63.217	4.8855
-63.2327	53.3726
-63.2484	13.2121
-63.2641	207.581
-63.2798	-85.7482
-63.2955	20.6467
-63.3112	61.7763
-63.3269	-66.1271
-63.3426	-108.5765
-63.3583	186.601
-63.374	-4.8783
-63.3898	122.5556
-63.4055	-116.4631
-63.4212	65.0465
-63.4369	165.3945
-63.4526	37.9665
-63.4683	159.835
-63.484	50.4111
-63.4997	-29.8552
-63.5154	-56.9793
-63.5311	-74.4388
-63.5468	-129.4893
-63.5625	-27.3178
-63.5782	23.7849
-63.5939	-5.8084
-63.6096	109.3522
-63.6253	168.2513
-63.6411	-201.4909
-63.6568	9.5252
-63.6725	142.4173
-63.6882	-52.9507
-63.7039	290.0545
-63.7196	-107.4194
-63.7353	105.8465
-63.751	4.2406
-63.7667	117.6104
-63.7824	72.7554
-63.7981	71.7437
-63.8138	-26.9377
-63.8295	-77.2645
-63.8452	119.7764
-63.8609	261.7011
-63.8766	49.8915
-63.8924	15.1684
-63.9081	164.542
-63.9238	191.1168
-63.9395	-32.0922
-63.9552	133.1021
-63.9709	94.0759
-63.9866	70.3477
-64.0023	76.4359
-64.018	-8.339
-64.0337	-52.5174
-64.0494	-41.4109
-64.0651	47.6459
-64.0808	109.0115
-64.0965	47.1162
-64.1122	154.291
-64.1279	130.2122
-64.1437	9.2538
-64.1594	-22.1658
-64.1751	268.1462
-64.1908	-1.5009
-64.2065	60.3322
-64.2222	135.1344
-64.2379	170.1522
-64.2536	51.1623
-64.2693	31.1608
-64.285	177.587
-64.3007	132.7598
-64.3164	72.9402
-64.3321	194.3268
-64.3478	0.349
-64.3635	-106.4836
-64.3792	61.1919
-64.395	74.2841
-64.4107	101.7095
-64.4264	-21.8677
-64.4421	-47.1493
-64.4578	170.4785
-64.4735	167.7178
-64.4892	-58.3319
-64.5049	60.3569
-64.5206	99.9674
-64.5363	117.3423
-64.552	74.7371
-64.5677	29.3176
-64.5834	-76.0968
-64.5991	-71.5738
-64.6148	-47.9432
-64.6306	-153.1855
-64.6463	80.2134
-64.662	175.429
-64.6777	71.086
-64.6934	-0.1032
-64.7091	-34.3523
-64.7248	-48.0702
-64.7405	222.4393
-64.7562	43.4949
-64.7719	124.7176
-64.7876	95.3713
-64.8033	-178.0996
-64.819	-9.4062
-64.8347	72.547
-64.8504	-15.6943
-64.8661	40.5108
-64.8819	44.4831
-64.8976	-55.6008
-64.9133	44.5378
-64.929	37.3018
-64.9447	128.8206
-64.9604	158.361
-64.9761	15.5096
-64.9918	123.7325
-65.0075	122.5209
-65.0232	-47.9882
-65.0389	-41.4023
-65.0546	54.2553
-65.0703	-4.8432
-65.086	-52.3812
-65.1017	96.402
-65.1174	210.3805
-65.1332	38.0146
-65.1489	153.573
-65.1646	38.8236
-65.1803	5.5742
-65.196	61.9832
-65.2117	-50.5784
-65.2274	-3.914
-65.2431	114.3983
-65.2588	176.9675
-65.2745	-78.0607
-65.2902	132.2892
-65.3059	91.5898
-65.3216	12.7203
-65.3373	60.9224
-65.353	-72.5866
-65.3687	-24.4382
-65.3845	38.2758
-65.4002	-101.3282
-65.4159	-33.5325
-65.4316	224.1647
-65.4473	-1.4122
-65.463	10.0229
-65.4787	11.536
-65.4944	12.9683
-65.5101	45.4273
-65.5258	213.4127
-65.5415	32.775
-65.5572	134.2494
-65.5729	3.4007
-65.5886	9.3199
-65.6043	8.5996
-65.62	-31.8672
-65.6357	185.4303
-65.6515	29.0133
-65.6672	-2.9244
-65.6829	-102.1384
-65.6986	81.7432
-65.7143	5.6435
-65.73	-140.2466
-65.7457	64.3152
-65.7614	14.6094
-65.7771	-12.2982
-65.7928	31.1124
-65.8085	171.0962
-65.8242	88.6523
-65.8399	38.5848
-65.8556	-5.5367
-65.8713	-128.1987
-65.8871	-29.8298
-65.9028	-16.7052
-65.9185	96.5884
-65.9342	31.5329
-65.9499	-1.6388
-65.9656	-34.326
-65.9813	109.8904
-65.997	-13.2195
-66.0127	76.2714
-66.0284	-22.2827
-66.0441	176.5392
-66.0598	-74.2405
-66.0755	73.8451
-66.0912	-47.4067
-66.1069	55.5848
-66.1227	46.8017
-66.1384	36.68
-66.1541	73.9516
-66.1698	136.9736
-66.1855	25.1491
-66.2012	167.0642
-66.2169	-29.3189
-66.2326	160.1367
-66.2483	-11.4425
-66.264	142.1348
-66.2797	-12.7562
-66.2954	30.7287
-66.3111	118.1614
-66.3268	92.8728
-66.3425	41.614
-66.3582	19.6195
-66.3739	-61.0818
-66.3897	0.7537
-66.4054	-119.4851
-66.4211	-1.43
-66.4368	118.9954
-66.4525	171.2794
-66.4682	78.5185
-66.4839	-73.4697
-66.4996	-24.6137
-66.5153	26.4642
-66.531	-19.4882
-66.5467	-8.0685
-66.5624	37.3207
-66.5781	-9.733
-66.5938	-201.5945
-66.6095	256.4738
-66.6253	181.3863
-66.641	191.6977
-66.6567	103.4821
-66.6724	191.995
-66.6881	16.8792
-66.7038	104.5643
-66.7195	-20.9825
-66.7352	63.7583
-66.7509	-67.4123
-66.7666	84.1943
-66.7823	109.2955
-66.798	66.3619
-66.8137	-67.1557
-66.8294	141.8099
-66.8451	-121.6163
-66.8608	-52.7518
-66.8765	-16.7951
-66.8923	15.9396
-66.908	27.019
-66.9237	245.4965
-66.9394	200.7335
-66.9551	-123.3424
-66.9708	1.4728
-66.9865	99.5682
-67.0022	127.869
-67.0179	63.1124
-67.0336	111.4857
-67.0493	-11.2465
-67.065	203.9308
-67.0807	-93.954
-67.0964	48.2304
-67.1121	-123.2966
-67.1278	-162.5623
-67.1436	47.7597
-67.1593	129.7566
-67.175	236.8542
-67.1907	182.721
-67.2064	94.4468
-67.2221	169.7348
-67.2378	124.295
-67.2535	9.9593
-67.2692	175.3009
-67.2849	126.7578
-67.3006	64.9048
-67.3163	233.5355
-67.332	19.8347
-67.3477	-10.9124
-67.3634	28.723
-67.3792	50.4761
-67.3949	98.7213
-67.4106	26.6227
-67.4263	32.1885
-67.442	25.8105
-67.4577	105.091
-67.4734	-26.4523
-67.4891	-16.0316
-67.5048	101.8838
-67.5205	170.4688
-67.5362	-68.465
-67.5519	53.8322
-67.5676	-13.5527
-67.5833	147.0522
-67.599	168.4912
-67.6147	73.4068
-67.6304	12.707
-67.6462	93.3101
-67.6619	-62.8912
-67.6776	115.0829
-67.6933	-8.134
-67.709	-90.004
-67.7247	-142.2489
-67.7404	35.8088
-67.7561	-97.2382
-67.7718	130.4737
-67.7875	102.7402
-67.8032	92.8664
-67.8189	63.6299
-67.8346	112.2966
-67.8503	108.1118
-67.866	49.6631
-67.8818	27.7844
-67.8975	75.3576
-67.9132	-126.3092
-67.9289	39.936
-67.9446	55.0528
-67.9603	8.9838
-67.976	128.8856
-67.9917	104.7046
-68.0074	-53.5381
-68.0231	88.2326
-68.0388	41.6365
-68.0545	64.2225
-68.0702	27.6833
-68.0859	72.5954
-68.1016	-0.389
-68.1173	268.2031
-68.133	66.6518
-68.1488	34.3774
-68.1645	175.9592
-68.1802	-142.1697
-68.1959	222.7786
-68.2116	150.1504
-68.2273	99.2759
-68.243	152.7591
-68.2587	64.5201
-68.2744	7.0223
-68.2901	59.8642
-68.3058	181.3671
-68.3215	65.5219
-68.3372	70.6154
-68.3529	173.159
-68.3686	-40.0954
-68.3843	58.4026
-68.4001	176.7878
-68.4158	-84.706
-68.4315	-73.9324
-68.4472	-102.5355
-68.4629	-81.8573
-68.4786	0.058
-68.4943	85.2871
-68.51	-33.6725
-68.5257	-45.9289
-68.5414	91.114
-68.5571	255.6171
-68.5728	112.6651
-68.5885	8.3052
-68.6042	87.0319
-68.6199	82.3191
-68.6357	-85.0662
-68.6514	35.6818
-68.6671	38.2697
-68.6828	233.4899
-68.6985	285.7302
-68.7142	138.9712
-68.7299	184.1869
-68.7456	93.323
-68.7613	56.3053
-68.777	-64.0918
-68.7927	-25.974
-68.8084	199.1743
-68.8241	108.411
-68.8398	88.9773
-68.8555	5.0016
-68.8712	34.2376
-68.8869	108.1982
-68.9027	-73.565
-68.9184	73.7349
-68.9341	-24.5823
-68.9498	161.6168
-68.9655	-6.4163
-68.9812	105.5931
-68.9969	131.0378
-69.0126	151.7935
-69.0283	152.5086
-69.044	38.778
-69.0597	-23.0979
-69.0754	-35.4129
-69.0911	91.2838
-69.1068	74.7313
-69.1225	77.2261
-69.1383	60.033
-69.154	31.5522
-69.1697	-36.9653
-69.1854	-75.1572
-69.2011	60.7139
-69.2168	33.2543
-69.2325	-4.0277
-69.2482	18.386
-69.2639	-96.0562
-69.2796	94.9974
-69.2953	-6.989
-69.311	68.2419
-69.3267	117.7862
-69.3424	174.1104
-69.3581	109.7638
-69.3738	105.268
-69.3895	60.7058
-69.4053	49.7936
-69.421	24.108
-69.4367	-66.2216
-69.4524	111.5639
-69.4681	58.5386
-69.4838	93.9667
-69.4995	196.2692
-69.5152	17.3506
-69.5309	60.8399
-69.5466	27.6285
-69.5623	111.0211
-69.578	73.9349
-69.5937	23.9813
-69.6094	50.6913
-69.6251	18.8299
-69.6408	19.4591
-69.6566	52.8813
-69.6723	143.2646
-69.688	32.4782
-69.7037	-39.7712
-69.7194	69.8671
-69.7351	17.3801
-69.7508	61.2898
-69.7665	80.3709
-69.7822	-159.6514
-69.7979	-114.8484
-69.8136	41.7953
-69.8293	-75.4839
-69.845	-36.0719
-69.8607	-5.9834
-69.8764	116.8343
-69.8922	-36.1857
-69.9079	134.2192
-69.9236	17.2725
-69.9393	221.6829
-69.955	170.9503
-69.9707	-92.9899
-69.9864	78.3719
-70.0021	77.8926
-70.0178	14.3061
-70.0335	122.2801
-70.0492	152.1292
-70.0649	151.4513
-70.0806	175.0908
-70.0963	-41.5732
-70.112	-165.2672
-70.1277	153.0683
-70.1434	163.5986
-70.1592	102.0508
-70.1749	141.4856
-70.1906	12.2391
-70.2063	31.3428
-70.222	105.8172
-70.2377	172.3554
-70.2534	10.5701
-70.2691	54.5179
-70.2848	-55.1122
-70.3005	-100.978
-70.3162	78.027
-70.3319	71.0847
-70.3476	153.7758
-70.3633	4.5623
-70.379	250.2703
-70.3948	198.2323
-70.4105	109.2148
-70.4262	123.3269
-70.4419	-9.4178
-70.4576	-41.7239
-70.4733	176.4961
-70.489	-77.2158
-70.5047	208.0994
-70.5204	62.7892
-70.5361	33.0645
-70.5518	9.4007
-70.5675	94.4392
-70.5832	184.1434
-70.5989	4.1353
-70.6146	-80.1994
-70.6303	48.2382
-70.6461	65.9815
-70.6618	66.0905
-70.6775	-85.6516
-70.6932	-29.6813
-70.7089	-36.421
-70.7246	151.7775
-70.7403	89.3283
-70.756	18.4169
-70.7717	16.1463
-70.7874	-72.2583
-70.8031	-114.4787
-70.8188	76.2598
-70.8345	132.8354
-70.8502	11.5284
-70.8659	89.4581
-70.8816	2.2397
-70.8974	-31.5097
-70.9131	-118.9247
-70.9288	144.9718
-70.9445	-21.0445
-70.9602	69.3255
-70.9759	66.968
-70.9916	10.0476
-71.0073	-170.401
-71.023	169.1669
-71.0387	109.6074
-71.0544	102.5814
-71.0701	115.2207
-71.0858	-52.5113
-71.1015	27.4133
-71.1172	124.2064
-71.1329	-13.0736
-71.1487	107.973
-71.1644	145.9426
-71.1801	-44.734
-71.1958	-11.06
-71.2115	-111.5095
-71.2272	23.2195
-71.2429	22.689
-71.2586	-95.927
-71.2743	322.3117
-71.29	203.1214
-71.3057	155.5914
-71.3214	-32.2139
-71.3371	-179.5748
-71.3528	-4.3611
-71.3685	34.1366
-71.3842	45.0501
-71.4	139.5246
-71.4157	207.8954
-71.4314	0.237
-71.4471	-61.6427
-71.4628	-6.5983
-71.4785	79.5668
-71.4942	12.0331
-71.5099	25.3951
-71.5256	-72.1792
-71.5413	0.5405
-71.557	4.4379
-71.5727	181.2275
-71.5884	165.4318
-71.6041	-14.073
-71.6198	58.1058
-71.6356	131.4847
-71.6513	134.7059
-71.667	-55.0959
-71.6827	-46.1991
-71.6984	151.0864
-71.7141	71.2457
-71.7298	-48.3962
-71.7455	-235.5836
-71.7612	-60.6248
-71.7769	145.3008
-71.7926	-77.754
-71.8083	-65.8966
-71.824	38.1646
-71.8397	35.0691
-71.8554	224.7442
-71.8711	11.9075
-71.8868	-9.2773
-71.9026	226.1551
-71.9183	-46.2591
-71.934	72.5268
-71.9497	140.4672
-71.9654	23.3426
-71.9811	54.4739
-71.9968	238.2601
-72.0125	72.8658
-72.0282	69.9795
-72.0439	98.3383
-72.0596	6.3723
-72.0753	-35.3335
-72.091	67.2067
-72.1067	97.5013
-72.1224	142.2943
-72.1382	104.2148
-72.1539	178.6685
-72.1696	-81.9539
-72.1853	185.6987
-72.201	75.7172
-72.2167	255.2119
-72.2324	-59.1458
-72.2481	127.387
-72.2638	24.0016
-72.2795	67.8241
-72.2952	62.7532
-72.3109	11.1167
-72.3266	20.8108
-72.3423	128.234
-72.358	244.0623
-72.3737	190.4427
-72.3895	-69.8315
-72.4052	-39.8721
-72.4209	-141.2169
-72.4366	71.6167
-72.4523	75.592
-72.468	120.2061
-72.4837	118.8115
-72.4994	104.7872
-72.5151	-39.6842
-72.5308	59.1773
-72.5465	192.3672
-72.5622	99.4141
-72.5779	35.2784
-72.5936	97.9961
-72.6093	-18.0351
-72.625	-9.9573
-72.6408	9.1257
-72.6565	64.2893
-72.6722	194.1385
-72.6879	207.5029
-72.7036	107.6793
-72.7193	38.6021
-72.735	208.6736
-72.7507	121.0144
-72.7664	64.3578
-72.7821	38.7487
-72.7978	-24.9022
-72.8135	95.7835
-72.8292	-14.0642
-72.8449	82.7137
-72.8606	-78.1868
-72.8763	-79.6146
-72.8921	26.8382
-72.9078	147.6055
-72.9235	102.7654
-72.9392	285.7673
-72.9549	142.1685
-72.9706	-123.5835
-72.9863	189.9614
-73.002	264.5496
-73.0177	73.1094
-73.0334	-73.8781
-73.0491	87.4764
-73.0648	36.7192
-73.0805	124.0808
-73.0962	93.6954
-73.1119	261.8729
-73.1276	-24.0959
-73.1433	148.704
-73.1591	-68.108
-73.1748	116.698
-73.1905	-108.4736
-73.2062	123.4511
-73.2219	19.4033
-73.2376	91.8648
-73.2533	86.7745
-73.269	15.9917
-73.2847	49.293
-73.3004	-22.2164
-73.3161	36.4483
-73.3318	-78.3933
-73.3475	-37.7139
-73.3632	12.2414
-73.3789	-122.2398
-73.3947	182.1613
-73.4104	-114.1239
-73.4261	101.2255
-73.4418	19.9417
-73.4575	43.9158
-73.4732	-39.1366
-73.4889	13.4593
-73.5046	-20.5418
-73.5203	76.7334
-73.536	105.2346
-73.5517	90.4794
-73.5674	81.7502
-73.5831	147.2692
-73.5988	-125.6602
-73.6145	95.8603
-73.6302	-19.2416
-73.646	-52.3002
-73.6617	18.206
-73.6774	152.7458
-73.6931	53.1968
-73.7088	99.1963
-73.7245	-91.9865
-73.7402	-18.6139
-73.7559	10.8327
-73.7716	39.1362
-73.7873	21.6152
-73.803	140.8302
-73.8187	79.1449
-73.8344	78.5476
-73.8501	128.3065
-73.8658	67.0639
-73.8815	118.9485
-73.8973	70.1466
-73.913	87.3863
-73.9287	38.4212
-73.9444	106.9064
-73.9601	154.3985
-73.9758	121.6655
-73.9915	114.6859
-74.0072	37.1982
-74.0229	-0.7312
-74.0386	21.9142
-74.0543	-4.8209
-74.07	100.4944
-74.0857	49.1001
-74.1014	202.3293
-74.1171	137.7531
-74.1328	-112.405
-74.1486	97.8438
-74.1643	-82.1859
-74.18	-44.4565
-74.1957	-8.4359
-74.2114	-269.7596
-74.2271	-146.3723
-74.2428	55.8665
-74.2585	97.1866
-74.2742	187.3148
-74.2899	-89.2953
-74.3056	127.5227
-74.3213	136.3607
-74.337	51.895
-74.3527	61.0456
-74.3684	-29.1545
-74.3841	12.7568
-74.3998	157.8164
-74.4156	227.2781
-74.4313	-27.3525
-74.447	216.4372
-74.4627	0.9288
-74.4784	171.8367
-74.4941	166.0191
-74.5098	45.5295
-74.5255	-46.238
-74.5412	177.7728
-74.5569	108.4609
-74.5726	135.871
-74.5883	105.454
-74.604	68.5643
-74.6197	180.3635
-74.6354	123.039
-74.6512	34.0665
-74.6669	145.3815
-74.6826	275.4773
-74.6983	159.88
-74.714	119.0117
-74.7297	-63.4404
-74.7454	-4.1668
-74.7611	115.7906
-74.7768	138.6085
-74.7925	56.596
-74.8082	34.2092
-74.8239	153.6132
-74.8396	4.1747
-74.8553	-3.0621
-74.871	-88.9489
-74.8867	-69.1946
-74.9025	44.3225
-74.9182	-13.5037
-74.9339	-38.8872
-74.9496	280.8112
-74.9653	124.0055
-74.981	164.0294
-74.9967	87.1319
-75.0124	37.0715
-75.0281	-21.9884
-75.0438	278.5387
-75.0595	94.2747
-75.0752	135.8584
-75.0909	86.6768
-75.1066	23.7287
-75.1223	40.7336
-75.138	-93.5518
-75.1538	-151.6852
-75.1695	-41.0988
-75.1852	7.6523
-75.2009	143.5681
-75.2166	94.6879
-75.2323	54.6843
-75.248	54.0772
-75.2637	96.2108
-75.2794	41.265
-75.2951	9.5338
-75.3108	121.2006
-75.3265	6.411
-75.3422	-23.4936
-75.3579	-61.7741
-75.3736	77.5575
-75.3893	13.7818
-75.4051	84.7849
-75.4208	-43.2643
-75.4365	-104.9461
-75.4522	77.2148
-75.4679	72.7067
-75.4836	65.9941
-75.4993	19.2768
-75.515	110.8917
-75.5307	22.728
-75.5464	104.8795
-75.5621	92.514
-75.5778	168
-75.5935	7.8931
-75.6092	214.1749
-75.6249	-17.3855
-75.6406	141.677
-75.6563	171.6501
-75.6721	155.1237
-75.6878	-20.2817
-75.7035	130.5612
-75.7192	1.5279
-75.7349	29.7663
-75.7506	-51.2721
-75.7663	95.6618
-75.782	48.3157
-75.7977	154.8927
-75.8134	236.4369
-75.8291	-50.639
-75.8448	-9.3127
-75.8605	-142.5427
-75.8762	93.8432
-75.8919	81.758
-75.9077	3.4298
-75.9234	114.8297
-75.9391	22.222
-75.9548	-12.5234
-75.9705	165.6575
-75.9862	-94.7725
-76.0019	79.0531
-76.0176	-9.6965
-76.0333	76.1802
-76.049	221.7325
-76.0647	-64.2902
-76.0804	-50.5629
-76.0961	-12.3409
-76.1118	145.9249
-76.1275	-127.12
-76.1432	-61.6374
-76.159	62.102
-76.1747	52.8299
-76.1904	63.0113
-76.2061	199.1313
-76.2218	93.8389
-76.2375	46.438
-76.2532	-63.0075
-76.2689	-88.3651
-76.2846	124.5718
-76.3003	185.2901
-76.316	80.779
-76.3317	67.7156
-76.3474	85.1934
-76.3631	-80.6545
-76.3788	94.7145
-76.3945	28.0523
-76.4103	16.9046
-76.426	31.9308
-76.4417	-21.8494
-76.4574	81.0301
-76.4731	25.0734
-76.4888	147.1523
-76.5045	270.2183
-76.5202	21.6976
-76.5359	13.883
-76.5516	-91.094
-76.5673	80.771
-76.583	107.0149
-76.5987	-18.0776
-76.6144	-31.374
-76.6301	-94.6194
-76.6459	-14.1466
-76.6616	-14.7491
-76.6773	120.4207
-76.693	37.3044
-76.7087	159.2402
-76.7244	-173.0718
-76.7401	-98.7958
-76.7558	22.5717
-76.7715	-69.6784
-76.7872	2.4373
-76.8029	91.6233
-76.8186	232.7389
-76.8343	56.5462
-76.85	46.704
-76.8657	-3.1457
-76.8814	72.5306
-76.8972	212.9592
-76.9129	37.0964
-76.9286	187.7313
-76.9443	37.7298
-76.96	-118.1387
-76.9757	-33.0437
-76.9914	90.9205
-77.0071	138.2497
-77.0228	166.4278
-77.0385	130.472
-77.0542	-9.9718
-77.0699	-9.7038
-77.0856	123.339
-77.1013	77.2539
-77.117	77.6844
-77.1327	-68.5996
-77.1485	-58.3886
-77.1642	26.6403
-77.1799	-106.0954
-77.1956	110.0964
-77.2113	68.4484
-77.227	89.8586
-77.2427	163.5835
-77.2584	71.5126
-77.2741	-13.6167
-77.2898	0.133
-77.3055	46.7558
-77.3212	15.2519
-77.3369	67.6749
-77.3526	-84.3365
-77.3683	151.2952
-77.384	175.0115
-77.3997	55.5338
-77.4155	133.1151
-77.4312	105.25
-77.4469	55.9497
-77.4626	34.4543
-77.4783	152.7915
-77.494	63.4128
-77.5097	16.5051
-77.5254	40.876
-77.5411	53.4949
-77.5568	-81.5852
-77.5725	59.5152
-77.5882	44.548
-77.6039	131.6148
-77.6196	-90.3832
-77.6353	118.8597
-77.6511	260.6213
-77.6668	-114.6311
-77.6825	-104.8812
-77.6982	-24.7459
-77.7139	113.8825
-77.7296	138.0605
-77.7453	-83.5837
-77.761	141.9398
-77.7767	266.8736
-77.7924	54.7534
-77.8081	95.2337
-77.8238	-4.5593
-77.8395	47.6602
-77.8552	-31.5009
-77.8709	78.6294
-77.8867	80.3646
-77.9024	21.5302
-77.9181	280.8754
-77.9338	72.0941
-77.9495	29.5443
-77.9652	158.3223
-77.9809	-28.3355
-77.9966	31.8175
-78.0123	-108.6302
-78.028	189.174
-78.0437	187.3009
-78.0594	87.2096
-78.0751	202.6391
-78.0908	71.4757
-78.1065	180.775
-78.1222	-10.0765
-78.1379	4.2848
-78.1537	149.3779
-78.1694	153.7328
-78.1851	41.295
-78.2008	268.2488
-78.2165	100.9088
-78.2322	274.1122
-78.2479	107.679
-78.2636	77.7718
-78.2793	2.9317
-78.295	71.3665
-78.3107	-7.2284
-78.3264	157.7899
-78.3421	208.5726
-78.3578	36.67
-78.3735	193.9515
-78.3893	152.9675
-78.405	136.8566
-78.4207	110.0612
-78.4364	146.2163
-78.4521	50.6893
-78.4678	-81.7344
-78.4835	90.5142
-78.4992	105.7405
-78.5149	-160.4191
-78.5306	-117.4887
-78.5463	78.5624
-78.562	213.6352
-78.5777	-22.9704
-78.5934	90.1284
-78.6091	160.6197
-78.6248	128.4863
-78.6405	-97.6207
-78.6563	162.2184
-78.672	70.1524
-78.6877	99.8048
-78.7034	68.7204
-78.7191	54.4538
-78.7348	83.409
-78.7505	0.6569
-78.7662	196.2346
-78.7819	40.3187
-78.7976	138.7902
-78.8133	128.3511
-78.829	106.2503
-78.8447	32.075
-78.8604	-209.3559
-78.8761	-234.6858
-78.8918	85.4453
-78.9076	-55.0221
-78.9233	153.5432
-78.939	76.3037
-78.9547	92.1868
-78.9704	-21.3487
-78.9861	-34.2287
-79.0018	2.0435
-79.0175	-40.7693
-79.0332	189.1788
-79.0489	110.3268
-79.0646	-123.8098
-79.0803	-29.4027
-79.096	151.8039
-79.1117	92.983
-79.1274	-33.0744
-79.1432	-24.9292
-79.1589	87.2986
-79.1746	146.7437
-79.1903	-47.4635
-79.206	64.014
-79.2217	117.2148
-79.2374	120.1195
-79.2531	-55.9292
-79.2688	99.6602
-79.2845	127.493
-79.3002	154.5324
-79.3159	-24.891
-79.3316	-113.8426
-79.3473	40.7077
-79.363	-15.366
-79.3787	171.1319
-79.3944	107.9132
-79.4102	2.4679
-79.4259	57.2041
-79.4416	-19.3073
-79.4573	75.6142
-79.473	-44.5792
-79.4887	98.6817
-79.5044	-177.2913
-79.5201	85.3926
-79.5358	64.1015
-79.5515	0.8978
-79.5672	17.5972
-79.5829	6.438
-79.5986	-21.672
-79.6143	24.8406
-79.63	-91.1706
-79.6458	44.1747
-79.6615	100.1078
-79.6772	39.945
-79.6929	-91.0265
-79.7086	42.8594
-79.7243	-54.0107
-79.74	-116.5323
-79.7557	42.7687
-79.7714	116.8455
-79.7871	-141.355
-79.8028	34.9752
-79.8185	51.7048
-79.8342	136.589
-79.8499	182.5817
-79.8656	126.7915
-79.8813	77.4364
-79.897	60.0989
-79.9128	128.5268
-79.9285	92.3321
-79.9442	78.6716
-79.9599	-31.7896
-79.9756	126.3935
-79.9913	29.5364
-80.007	62.6086
-80.0227	163.2056
-80.0384	82.9211
-80.0541	56.3611
-80.0698	55.2936
-80.0855	-17.8787
-80.1012	-83.9112
-80.1169	63.5577
-80.1326	-50.4835
-80.1483	241.8456
-80.1641	75.9992
-80.1798	78.7785
-80.1955	168.3787
-80.2112	114.5381
-80.2269	136.4686
-80.2426	157.0661
-80.2583	49.8958
-80.274	5.8553
-80.2897	0.0798
-80.3054	63.5364
-80.3211	-140.7365
-80.3368	7.0031
-80.3525	151.19
-80.3682	60.5719
-80.3839	81.2473
-80.3997	76.5853
-80.4154	-34.1543
-80.4311	-37.7601
-80.4468	89.1787
-80.4625	118.5286
-80.4782	196.0661
-80.4939	109.265
-80.5096	-132.3695
-80.5253	-124.0459
-80.541	-62.4933
-80.5567	108.5219
-80.5724	-77.4499
-80.5881	33.8799
-80.6038	145.9733
-80.6195	67.0011
-80.6352	39.0346
-80.6509	128.0629
-80.6667	74.3808
-80.6824	0.7204
-80.6981	142.6607
-80.7138	-64.7953
-80.7295	-91.0324
-80.7452	46.0574
-80.7609	98.5613
-80.7766	125.7257
-80.7923	162.5842
-80.808	132.8027
-80.8237	245.4532
-80.8394	77.1333
-80.8551	-27.588
-80.8708	81.0978
-80.8865	62.3528
-80.9023	58.9452
-80.918	14.7845
-80.9337	101.5964
-80.9494	130.0977
-80.9651	117.6983
-80.9808	73.5306
