structure,conf,functional,basis_set,gibbs,atom,nucleus,shift,weight,weighted_shift
4,2,B3LYP,"6-311+G(2d, p)",-967269.124,38,h,4.856,2.845e-05,0.0001382
4,2,B3LYP,"6-311+G(2d, p)",-967269.124,39,h,4.535,2.845e-05,0.000129
4,2,B3LYP,"6-311+G(2d, p)",-967269.124,40,h,4.038,2.845e-05,0.0001149
4,2,B3LYP,"6-311+G(2d, p)",-967269.124,41,h,4.154,2.845e-05,0.0001182
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,1,c,69.722,7.514e-05,0.005239
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,3,c,80.155,7.514e-05,0.006023
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,4,c,67.428,7.514e-05,0.005067
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,5,c,79.281,7.514e-05,0.005957
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,7,c,175.868,7.514e-05,0.01321
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,10,c,36.151,7.514e-05,0.002716
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,11,c,25.779,7.514e-05,0.001937
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,13,c,59.095,7.514e-05,0.00444
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,14,c,177.393,7.514e-05,0.01333
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,16,c,137.822,7.514e-05,0.01036
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,17,c,129.392,7.514e-05,0.009723
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,18,c,141.223,7.514e-05,0.01061
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,19,c,141.495,7.514e-05,0.01063
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,20,c,129.238,7.514e-05,0.009711
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,21,c,137.631,7.514e-05,0.01034
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,22,h,8.172,7.514e-05,0.0006141
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,23,h,8.077,7.514e-05,0.0006069
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,24,h,8.076,7.514e-05,0.0006068
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,25,h,8.156,7.514e-05,0.0006129
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,26,c,175.176,7.514e-05,0.01316
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,28,c,175.989,7.514e-05,0.01322
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,30,h,1.696,7.514e-05,0.0001275
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,31,h,1.59,7.514e-05,0.0001195
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,32,h,1.696,7.514e-05,0.0001274
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,33,h,1.624,7.514e-05,0.0001221
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,34,h,1.463,7.514e-05,0.00011
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,35,h,1.359,7.514e-05,0.0001022
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,36,h,5.414,7.514e-05,0.0004068
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,37,h,5.722,7.514e-05,0.00043
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,38,h,5.053,7.514e-05,0.0003797
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,39,h,4.019,7.514e-05,0.000302
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,40,h,4.005,7.514e-05,0.0003009
4,3,B3LYP,"6-311+G(2d, p)",-967270.095,41,h,4.18,7.514e-05,0.0003141
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,1,c,69.719,8.063e-05,0.005621
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,3,c,80.162,8.063e-05,0.006463
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,4,c,67.427,8.063e-05,0.005436
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,5,c,79.287,8.063e-05,0.006393
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,7,c,175.856,8.063e-05,0.01418
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,10,c,36.149,8.063e-05,0.002915
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,11,c,25.799,8.063e-05,0.00208
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,13,c,59.095,8.063e-05,0.004765
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,14,c,177.398,8.063e-05,0.0143
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,16,c,137.637,8.063e-05,0.0111
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,17,c,129.239,8.063e-05,0.01042
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,18,c,141.493,8.063e-05,0.01141
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,19,c,141.217,8.063e-05,0.01139
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,20,c,129.393,8.063e-05,0.01043
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,21,c,137.829,8.063e-05,0.01111
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,22,h,8.156,8.063e-05,0.0006576
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,23,h,8.076,8.063e-05,0.0006511
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,24,h,8.077,8.063e-05,0.0006512
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,25,h,8.172,8.063e-05,0.0006589
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,26,c,175.985,8.063e-05,0.01419
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,28,c,175.177,8.063e-05,0.01412
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,30,h,1.695,8.063e-05,0.0001367
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,31,h,1.591,8.063e-05,0.0001283
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,32,h,1.697,8.063e-05,0.0001369
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,33,h,1.465,8.063e-05,0.0001181
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,34,h,1.357,8.063e-05,0.0001094
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,35,h,1.625,8.063e-05,0.000131
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,36,h,5.413,8.063e-05,0.0004364
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,37,h,5.72,8.063e-05,0.0004612
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,38,h,5.054,8.063e-05,0.0004075
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,39,h,4.18,8.063e-05,0.0003371
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,40,h,4.02,8.063e-05,0.0003241
4,4,B3LYP,"6-311+G(2d, p)",-967270.166,41,h,4.004,8.063e-05,0.0003228
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,1,c,70.192,0.1922,13.49
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,3,c,79.872,0.1922,15.35
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,4,c,72.932,0.1922,14.02
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,5,c,79.251,0.1922,15.23
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,7,c,175.983,0.1922,33.82
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,10,c,36.643,0.1922,7.042
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,11,c,26.609,0.1922,5.113
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,13,c,55.677,0.1922,10.7
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,14,c,178.247,0.1922,34.25
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,16,c,137.979,0.1922,26.52
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,17,c,129.357,0.1922,24.86
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,18,c,141.02,0.1922,27.1
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,19,c,141.223,0.1922,27.14
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,20,c,129.11,0.1922,24.81
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,21,c,137.579,0.1922,26.44
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,22,h,8.165,0.1922,1.569
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,23,h,8.093,0.1922,1.555
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,24,h,8.098,0.1922,1.556
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,25,h,8.168,0.1922,1.57
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,26,c,175.068,0.1922,33.64
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,28,c,176.013,0.1922,33.83
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,30,h,1.542,0.1922,0.2964
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,31,h,1.62,0.1922,0.3114
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,32,h,1.62,0.1922,0.3113
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,33,h,1.145,0.1922,0.2201
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,34,h,1.571,0.1922,0.302
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,35,h,1.59,0.1922,0.3055
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,36,h,5.404,0.1922,1.039
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,37,h,5.772,0.1922,1.109
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,38,h,4.666,0.1922,0.8967
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,39,h,3.845,0.1922,0.739
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,40,h,3.708,0.1922,0.7127
4,5,B3LYP,"6-311+G(2d, p)",-967277.942,41,h,3.985,0.1922,0.7659
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,1,c,70.193,0.1905,13.37
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,3,c,79.882,0.1905,15.21
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,4,c,72.932,0.1905,13.89
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,5,c,79.259,0.1905,15.1
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,7,c,175.983,0.1905,33.52
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,10,c,36.642,0.1905,6.979
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,11,c,26.612,0.1905,5.069
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,13,c,55.678,0.1905,10.6
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,14,c,178.251,0.1905,33.95
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,16,c,137.582,0.1905,26.2
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,17,c,129.112,0.1905,24.59
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,18,c,141.227,0.1905,26.9
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,19,c,141.022,0.1905,26.86
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,20,c,129.358,0.1905,24.64
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,21,c,137.979,0.1905,26.28
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,22,h,8.167,0.1905,1.556
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,23,h,8.098,0.1905,1.542
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,24,h,8.093,0.1905,1.542
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,25,h,8.166,0.1905,1.555
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,26,c,176.012,0.1905,33.52
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,28,c,175.07,0.1905,33.34
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,30,h,1.619,0.1905,0.3084
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,31,h,1.62,0.1905,0.3085
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,32,h,1.543,0.1905,0.2938
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,33,h,1.589,0.1905,0.3027
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,34,h,1.146,0.1905,0.2182
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,35,h,1.571,0.1905,0.2993
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,36,h,5.403,0.1905,1.029
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,37,h,5.771,0.1905,1.099
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,38,h,4.666,0.1905,0.8888
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,39,h,3.708,0.1905,0.7063
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,40,h,3.986,0.1905,0.7592
4,6,B3LYP,"6-311+G(2d, p)",-967277.933,41,h,3.845,0.1905,0.7323
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,1,c,69.865,0.2231,15.58
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,3,c,79.756,0.2231,17.79
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,4,c,74.545,0.2231,16.63
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,5,c,79.326,0.2231,17.69
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,7,c,175.714,0.2231,39.2
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,10,c,36.993,0.2231,8.252
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,11,c,26.747,0.2231,5.966
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,13,c,55.87,0.2231,12.46
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,14,c,178.075,0.2231,39.72
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,16,c,137.835,0.2231,30.75
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,17,c,129.386,0.2231,28.86
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,18,c,141.06,0.2231,31.47
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,19,c,141.132,0.2231,31.48
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,20,c,128.986,0.2231,28.77
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,21,c,137.382,0.2231,30.65
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,22,h,8.177,0.2231,1.824
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,23,h,8.099,0.2231,1.807
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,24,h,8.098,0.2231,1.806
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,25,h,8.165,0.2231,1.821
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,26,c,174.999,0.2231,39.04
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,28,c,176.29,0.2231,39.32
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,30,h,1.543,0.2231,0.3442
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,31,h,1.629,0.2231,0.3633
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,32,h,1.631,0.2231,0.3639
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,33,h,1.127,0.2231,0.2513
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,34,h,1.566,0.2231,0.3492
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,35,h,1.591,0.2231,0.3548
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,36,h,5.419,0.2231,1.209
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,37,h,5.735,0.2231,1.279
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,38,h,4.545,0.2231,1.014
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,39,h,3.78,0.2231,0.8432
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,40,h,3.891,0.2231,0.868
4,7,B3LYP,"6-311+G(2d, p)",-967278.091,41,h,3.941,0.2231,0.8792
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,1,c,69.865,0.2232,15.59
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,3,c,79.755,0.2232,17.8
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,4,c,74.545,0.2232,16.64
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,5,c,79.326,0.2232,17.71
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,7,c,175.714,0.2232,39.22
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,10,c,36.993,0.2232,8.257
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,11,c,26.748,0.2232,5.97
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,13,c,55.87,0.2232,12.47
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,14,c,178.075,0.2232,39.75
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,16,c,137.382,0.2232,30.66
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,17,c,128.986,0.2232,28.79
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,18,c,141.132,0.2232,31.5
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,19,c,141.061,0.2232,31.48
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,20,c,129.387,0.2232,28.88
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,21,c,137.835,0.2232,30.76
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,22,h,8.165,0.2232,1.823
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,23,h,8.098,0.2232,1.808
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,24,h,8.099,0.2232,1.808
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,25,h,8.177,0.2232,1.825
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,26,c,176.29,0.2232,39.35
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,28,c,174.999,0.2232,39.06
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,30,h,1.629,0.2232,0.3636
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,31,h,1.631,0.2232,0.3641
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,32,h,1.543,0.2232,0.3444
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,33,h,1.127,0.2232,0.2514
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,34,h,1.566,0.2232,0.3494
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,35,h,1.591,0.2232,0.355
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,36,h,5.419,0.2232,1.21
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,37,h,5.735,0.2232,1.28
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,38,h,4.545,0.2232,1.014
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,39,h,3.78,0.2232,0.8437
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,40,h,3.891,0.2232,0.8685
4,8,B3LYP,"6-311+G(2d, p)",-967278.092,41,h,3.941,0.2232,0.8797
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,1,c,64.278,0.03509,2.256
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,3,c,77.055,0.03509,2.704
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,4,c,74.147,0.03509,2.602
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,5,c,81.024,0.03509,2.843
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,7,c,175.307,0.03509,6.152
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,10,c,28.78,0.03509,1.01
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,11,c,29.539,0.03509,1.037
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,13,c,56.099,0.03509,1.969
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,14,c,177.962,0.03509,6.245
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,16,c,138.082,0.03509,4.845
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,17,c,129.322,0.03509,4.538
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,18,c,141.148,0.03509,4.953
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,19,c,141.338,0.03509,4.96
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,20,c,129.191,0.03509,4.533
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,21,c,137.71,0.03509,4.832
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,22,h,8.159,0.03509,0.2863
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,23,h,8.103,0.03509,0.2844
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,24,h,8.125,0.03509,0.2851
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,25,h,8.196,0.03509,0.2876
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,26,c,175.226,0.03509,6.149
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,28,c,175.737,0.03509,6.167
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,30,h,1.578,0.03509,0.05536
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,31,h,2.011,0.03509,0.07055
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,32,h,1.649,0.03509,0.05786
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,33,h,1.475,0.03509,0.05174
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,34,h,1.878,0.03509,0.0659
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,35,h,1.037,0.03509,0.03639
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,36,h,5.291,0.03509,0.1857
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,37,h,5.57,0.03509,0.1954
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,38,h,4.479,0.03509,0.1572
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,39,h,3.868,0.03509,0.1357
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,40,h,3.738,0.03509,0.1312
4,9,B3LYP,"6-311+G(2d, p)",-967276.242,41,h,3.963,0.03509,0.1391
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,1,c,64.278,0.03513,2.258
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,3,c,77.054,0.03513,2.707
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,4,c,74.147,0.03513,2.605
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,5,c,81.025,0.03513,2.847
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,7,c,175.307,0.03513,6.159
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,10,c,28.78,0.03513,1.011
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,11,c,29.539,0.03513,1.038
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,13,c,56.099,0.03513,1.971
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,14,c,177.962,0.03513,6.252
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,16,c,137.71,0.03513,4.838
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,17,c,129.191,0.03513,4.539
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,18,c,141.337,0.03513,4.966
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,19,c,141.148,0.03513,4.959
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,20,c,129.322,0.03513,4.544
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,21,c,138.083,0.03513,4.851
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,22,h,8.196,0.03513,0.288
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,23,h,8.125,0.03513,0.2855
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,24,h,8.104,0.03513,0.2847
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,25,h,8.159,0.03513,0.2867
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,26,c,175.737,0.03513,6.174
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,28,c,175.226,0.03513,6.156
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,30,h,1.578,0.03513,0.05543
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,31,h,2.011,0.03513,0.07064
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,32,h,1.649,0.03513,0.05793
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,33,h,1.475,0.03513,0.05181
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,34,h,1.878,0.03513,0.06598
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,35,h,1.037,0.03513,0.03643
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,36,h,5.291,0.03513,0.1859
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,37,h,5.57,0.03513,0.1957
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,38,h,4.479,0.03513,0.1574
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,39,h,3.868,0.03513,0.1359
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,40,h,3.738,0.03513,0.1313
4,10,B3LYP,"6-311+G(2d, p)",-967276.243,41,h,3.963,0.03513,0.1392
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,1,c,63.851,0.04906,3.133
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,3,c,76.407,0.04906,3.749
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,4,c,74.554,0.04906,3.658
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,5,c,81.944,0.04906,4.02
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,7,c,175.053,0.04906,8.588
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,10,c,28.298,0.04906,1.388
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,11,c,28.699,0.04906,1.408
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,13,c,56.177,0.04906,2.756
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,14,c,178.916,0.04906,8.778
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,16,c,137.605,0.04906,6.751
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,17,c,129.146,0.04906,6.336
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,18,c,141.372,0.04906,6.936
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,19,c,141.254,0.04906,6.93
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,20,c,129.447,0.04906,6.351
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,21,c,138.015,0.04906,6.771
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,22,h,8.186,0.04906,0.4016
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,23,h,8.115,0.04906,0.3981
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,24,h,8.105,0.04906,0.3976
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,25,h,8.173,0.04906,0.401
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,26,c,176.178,0.04906,8.643
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,28,c,175.14,0.04906,8.592
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,30,h,1.619,0.04906,0.07945
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,31,h,1.538,0.04906,0.07544
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,32,h,2.03,0.04906,0.09961
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,33,h,1.459,0.04906,0.07157
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,34,h,1.863,0.04906,0.0914
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,35,h,1.149,0.04906,0.05637
4,11,B3LYP,"6-311+G(2d, p)",-967276.577,36,h,5.297,0.04906,0.2599
